INDICATOR,ORG_TYPE,ORG_CODE,ONS_CODE,NAME,ACH_DATE,MEASURE,VALUE,DQ
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,6342.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,11141.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Aug-22,DIAG_RATE_65_PLUS,56.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Aug-22,DIAG_RATE_65_PLUS_LL,51.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Aug-22,DIAG_RATE_65_PLUS_UL,61.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,6350.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,11159.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Sep-22,DIAG_RATE_65_PLUS,56.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Sep-22,DIAG_RATE_65_PLUS_LL,51.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Sep-22,DIAG_RATE_65_PLUS_UL,61.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,6328.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,11179.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Oct-22,DIAG_RATE_65_PLUS,56.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Oct-22,DIAG_RATE_65_PLUS_LL,50.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Oct-22,DIAG_RATE_65_PLUS_UL,61.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Nov-22,DEMENTIA_REGISTER_65_PLUS,6354.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,11182.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Nov-22,DIAG_RATE_65_PLUS,56.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Nov-22,DIAG_RATE_65_PLUS_LL,51.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,30-Nov-22,DIAG_RATE_65_PLUS_UL,61.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Dec-22,DEMENTIA_REGISTER_65_PLUS,6329.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,11171.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Dec-22,DIAG_RATE_65_PLUS,56.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Dec-22,DIAG_RATE_65_PLUS_LL,50.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Dec-22,DIAG_RATE_65_PLUS_UL,61.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Jan-23,DEMENTIA_REGISTER_65_PLUS,6235.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,11289.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Jan-23,DIAG_RATE_65_PLUS,55.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Jan-23,DIAG_RATE_65_PLUS_LL,49.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,31-Jan-23,DIAG_RATE_65_PLUS_UL,60.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,6730.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,12005.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,28-Feb-23,DIAG_RATE_65_PLUS,56.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,28-Feb-23,DIAG_RATE_65_PLUS_LL,50.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,B2M3M,E38000251,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,28-Feb-23,DIAG_RATE_65_PLUS_UL,60.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,7838.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,12699.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Apr-22,DIAG_RATE_65_PLUS,61.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Apr-22,DIAG_RATE_65_PLUS_LL,55.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Apr-22,DIAG_RATE_65_PLUS_UL,67.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,31-May-22,DEMENTIA_REGISTER_65_PLUS,8497.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,31-May-22,DEMENTIA_ESTIMATE_65_PLUS,13526.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,31-May-22,DIAG_RATE_65_PLUS,62.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,31-May-22,DIAG_RATE_65_PLUS_LL,56.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,31-May-22,DIAG_RATE_65_PLUS_UL,68.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,8552.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,13563.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Jun-22,DIAG_RATE_65_PLUS,63.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Jun-22,DIAG_RATE_65_PLUS_LL,56.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000250,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,30-Jun-22,DIAG_RATE_65_PLUS_UL,68.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,7923.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,12565.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jul-22,DIAG_RATE_65_PLUS,63.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jul-22,DIAG_RATE_65_PLUS_LL,56.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jul-22,DIAG_RATE_65_PLUS_UL,68.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,7933.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,12581.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Aug-22,DIAG_RATE_65_PLUS,63.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Aug-22,DIAG_RATE_65_PLUS_LL,56.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Aug-22,DIAG_RATE_65_PLUS_UL,68.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,7970.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,12641.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Sep-22,DIAG_RATE_65_PLUS,63.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Sep-22,DIAG_RATE_65_PLUS_LL,56.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Sep-22,DIAG_RATE_65_PLUS_UL,68.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,8022.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,12798.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Oct-22,DIAG_RATE_65_PLUS,62.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Oct-22,DIAG_RATE_65_PLUS_LL,56.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Oct-22,DIAG_RATE_65_PLUS_UL,68.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Nov-22,DEMENTIA_REGISTER_65_PLUS,8759.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,14111.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Nov-22,DIAG_RATE_65_PLUS,62.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Nov-22,DIAG_RATE_65_PLUS_LL,55.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,30-Nov-22,DIAG_RATE_65_PLUS_UL,67.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Dec-22,DEMENTIA_REGISTER_65_PLUS,8706.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,14112.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Dec-22,DIAG_RATE_65_PLUS,61.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Dec-22,DIAG_RATE_65_PLUS_LL,55.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Dec-22,DIAG_RATE_65_PLUS_UL,67.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jan-23,DEMENTIA_REGISTER_65_PLUS,8632.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,14208.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jan-23,DIAG_RATE_65_PLUS,60.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jan-23,DIAG_RATE_65_PLUS_LL,54.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,31-Jan-23,DIAG_RATE_65_PLUS_UL,66.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,8633.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,14197.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,28-Feb-23,DIAG_RATE_65_PLUS,60.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,28-Feb-23,DIAG_RATE_65_PLUS_LL,54.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D2P2L,E38000259,NHS BLACK COUNTRY ICB - D2P2L,28-Feb-23,DIAG_RATE_65_PLUS_UL,66.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,5436.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,8244.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Apr-22,DIAG_RATE_65_PLUS,65.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Apr-22,DIAG_RATE_65_PLUS_LL,59.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Apr-22,DIAG_RATE_65_PLUS_UL,71.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,31-May-22,DEMENTIA_REGISTER_65_PLUS,5446.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,31-May-22,DEMENTIA_ESTIMATE_65_PLUS,8274.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,31-May-22,DIAG_RATE_65_PLUS,65.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,31-May-22,DIAG_RATE_65_PLUS_LL,59.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,31-May-22,DIAG_RATE_65_PLUS_UL,71.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,5450.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,8298.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Jun-22,DIAG_RATE_65_PLUS,65.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Jun-22,DIAG_RATE_65_PLUS_LL,59.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY CCG,30-Jun-22,DIAG_RATE_65_PLUS_UL,71.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,5471.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,8329.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Jul-22,DIAG_RATE_65_PLUS,65.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Jul-22,DIAG_RATE_65_PLUS_LL,59.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Jul-22,DIAG_RATE_65_PLUS_UL,71.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,5467.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,8352.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Aug-22,DIAG_RATE_65_PLUS,65.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Aug-22,DIAG_RATE_65_PLUS_LL,58.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Aug-22,DIAG_RATE_65_PLUS_UL,71.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,5492.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,8375.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,30-Sep-22,DIAG_RATE_65_PLUS,65.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,30-Sep-22,DIAG_RATE_65_PLUS_LL,58.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,30-Sep-22,DIAG_RATE_65_PLUS_UL,71.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,5502.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,8505.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,D4U1Y,E38000252,NHS FRIMLEY ICB - D4U1Y,31-Oct-22,DIAG_RATE_65_PLUS,64.7,
